video_id,published_time,trending_date,channel_id,channel_title,video_title,category_id,thumbnail_link,view_count,like_count,dislike_count,favorite_count,comment_count,rating_disable,comment_disable,tags,description
"0zcttHsMDOY","2020-09-14T03:29:30Z","20.14.09","UC0LlPl_mWhIFqVxcH1l3xpQ","WebTVBrasileira","🐔A Fazenda 12: Jojo explode com Mirella; Alvo, JP vence a Prova de Fogo; Mariano e Luiza na baia","24","https://i.ytimg.com/vi/0zcttHsMDOY/default.jpg","180728","19016","320","0","616","False","False","a fazenda 2020 estreia|marcos mion|record|estreia|a fazenda 12|20 participantes|2 milhões em prêmio|itapecerica da serra|fazendeiros|Rodrigo Carelli|estreia da décima segunda temporada do reality|comentando a fazenda 12|reality show|fazenda|afazenda12|estreia a fazenda|programa 13/09/2020|programa 13\/09\/2020|roça|chama vermelha|chama azul|poder do lampião|votaçao|quem foi eliminado da fazenda 12|prova de fogo|prova do fazendeiro","#HoraDaFofoca #FalandoDeAFazenda #fazenda12

COMENTANDO O PROGRAMA DE DOMINGO, 13/09/2020 | QUEM VENCEU A PROVA DE FOGO E QUEM ESTA NA BAIA.

📛Nossa nova coleção de camisetas e moletons já está disponível e com as estampas que vcs, #webtvzeiros, escolheram. Compre aqui: https://www.lolja.com.br/parceiros/web-tv-brasileira/ 👊🏼

💜Embelleze VD COMPRE ALCOOL GEL: https://webtv.embellezevd.com/produto/biosalut-alcool-gel-300ml 
Tá dando erro no CEP? Central WebTVZeiros no WhatsApp (dúvidas) 21-96470-6214 Torne-se um consultor: https://escritorio.embellezevd.com/register/WebTV
Compre produtos exclusivos Embelleze VD: https://webtv.embellezevd.com/ 
Inscreva-se no canal  WebTVZeiros Embelleze VD : https://www.youtube.com/channel/UC-H_NLtnwEwoYcrAecE99PQ
 
Bora COMPARTILHAR e COLABORAR para o CRESCIMENTO do CANAL👊🏻

Suru-BÃO WebTVzeiros (GRUPO BATE-PAPO)
http://www.discord.gg/webtvbrasileira

INSCREVA-SE: https://www.youtube.com/subscription_center?add_user=webtvbrasileira

💥Se vc usa IOS, torne-se um membro do  Clube WebTVBr  clicando neste link: https://www.youtube.com/webtvbrasileira/join

PROGRAMAÇÃO DESTE MÊS:
🔥#HoraDaFofoca AO VIVO: de Segunda a Sexta - 20h
🥘#FalandoDeAFazenda AO VIVO: Todos os dias depois do programa da record 
Twitter: https://twitter.com/marcelowebtv
Facebook: https://www.facebook.com/marceloattbi?fref=ts
Instagram: https://www.instagram.com/marcelowebtv/

Participantes de A Fazenda 12: 
mc biel, jojo todynho, mc mirella, carol narizinho, lucas cartolouco, jakelyne oliveira, victoria villarim, jp gadelha, mariano, stefani bays, tays reis, fernandinho beatbox, lucas maciel, lidi lisboa, lipe ribeiro, mateus carrieri, raissa barbosa, juliano ceglia, rodrigo moraes, luiza ambiel"
"U3mluPLjBwI","2020-09-12T15:15:02Z","20.14.09","UCv-Nx8pSfG_LxbViMz14RWQ","Jovem Pan Esportes","Treinaria o Corinthians? OLHA o que Rogério Ceni RESPONDEU há duas semanas!","17","https://i.ytimg.com/vi/U3mluPLjBwI/default.jpg","2126526","24366","1484","0","1855","False","False","Corinthians|técnico do Corinthians|novo técnico do corinthians|tiago nunes|ceni|rogério ceni|rogério ceni no corinthians|andrés sanchez rogério ceni|ceni no corinthians|timão|meu timão|esporte em discussão|jovem pan esportes|camisa 10|treinador do corinthians|pilulacamisa10","Rogério Ceni pode ser o novo técnico do Corinthians? Após a demissão de Tiago Nunes, essa hipótese começou a ser ventilada. Mas será que o ídolo do São Paulo aceitaria comandar um rival histórico da carreira? Relembre o que ele próprio respondeu em entrevista exclusiva à Jovem Pan no dia 28 de agosto de 2020. 

Link do vídeo: https://youtu.be/U3mluPLjBwI

#JovemPan #Camisa10 

Inscreva-se no nosso canal:
http://www.youtube.com/jovempanesportes

Entre no nosso site:
http://jovempan.com.br/esportes

Facebook:
https://www.facebook.com/JovemPanEsportes

Siga no Twitter:
https://twitter.com/JovemPanEsporte

Instagram:
https://www.instagram.com/jovempanesportes"
"voreBU1841U","2020-09-14T04:00:10Z","20.14.09","UCuX8lXIexG8dRXFx54CVm2Q","CL Official Channel","CL +POST UP+ Official Video","10","https://i.ytimg.com/vi/voreBU1841U/default.jpg","607218","177863","741","0","21955","False","False","CL|chanel|cl official|kpop|inthenameoflove|k-pop|cherry|씨엘|이채린|채린|CHAELINLEE|hello bitches|cl hello b|cl lifted|cl hello bitches|2ne1|cl hello b lyric|lifted cl|cl the baddest female|ddu du ddu du remix|cl baddest female|hello bitches cl|the baddest female|lifted|cl 2ne1|cl hello|g dragon|cl hello b reaction|hello biches|hello bitch|cl done|bitches|baddest female cl|cl gd|gd cl","#CL #씨엘 #이채린 #채린 #CHAELINLEE #CHAELIN #POSTUP

More about CL @
https://www.instagram.com/chaelinCL/
https://www.twitter.com/chaelinCL
https://www.facebook.com/inthenameofcl
https://www.youtube.com/clofficialchannel
https://music.apple.com/us/artist/cl/655853528 
https://open.spotify.com/artist/0tzSBCPJZmHTdOA3ZV2mN3?si=Az7wY0moQra1KoxDIoz9Ow
https://weibo.com/CLGZB?is_all=1
http://suo.im/5F1kkQ"
"Wy2cBz_XwEQ","2020-09-13T21:00:03Z","20.14.09","UCFjrDmEnxrG5TRGVO0TPHLA","Desimpedidos","O Desafio do Fred mais engraçado de 2020 com Ninja e Renalto Albani!","17","https://i.ytimg.com/vi/Wy2cBz_XwEQ/default.jpg","566397","89762","495","0","1494","False","False","desimpedidos|bolivia|futebol humor|futebol comedia|engraçado|futebol|zueira|gol|golaço|tricks|soccer|mitagem|dibre|drible|time|disimpedidos|disimpididos|desimpididos|desafio do Fred|Fred|Chicungunha|Ninja|Basquete|Costas|Renato Albani|Tração|Força|Magnus Futsal|Lagoa Azul|Mahamudra|Chico|Arena|Disputa","NOSSA SENHORA MAIS UM PODEROSÍSSIMO DESAFIO DO FRED!
Eu sei que você leu na voz do nosso querido Ninja, nossos convidados Douglas e Renato Albani vão participar de um desafio que é pura resistência, bora lá? Não esquece de deixar aquele like!

Segue a gente no Insta: http://bit.ly/seguenoisnoinsta

Este é o canal Desimpedidos: o lar da ousadia e alegria, o pojéto do Luxa que deu certo. Quer saber mais? DESCUBRA! És habib.

CONTATO: contato@desimpedidos.com.br / imprensa@nwb.com.br

--------------------------

Experimente 1 mês grátis do banco de trilhas Epidemic Sound: http://bit.ly/epidemicnwb

-------------------------

Segue a NWB também: @nwb.oficial"
"ejaqjLL8WCU","2020-09-13T23:05:01Z","20.14.09","UC6y5H1pATiIrmXByyqnatFA","Flavia Pavanelli","TOUR PELO MEU QUARTO!! Flavia Pavanelli","26","https://i.ytimg.com/vi/ejaqjLL8WCU/default.jpg","37194","None","None","0","0","True","False","fla pavanelli|flavia m pavanelli|flaviapavanelli|quartoflaviapavanelli","FINALMENTE saiu o tão aguardado tour pelo meu quarto!!! Fiquei muito feliz em poder mostrar cada cantinho desse lugar que eu tanto amo!! Espero que vocês gostem!! Estava com saudades de aparecer por aqui!! 

Comentem bastante, porque estou de olho em tudo!!

Super beijo.

✸ INSCREVA-SE NO CANAL: http://bit.ly/1jYVOys ✸

✸ Me sigam nas redes sociais ✸
INSTAGRAM: https://instagram.com/flaviapavanelli
FACEBOOK: https://facebook.com/flaviapavanellii
TWITTER: https://twitter.com/flaapavanelli"
"6gE8EQMBAZU","2020-09-14T00:41:31Z","20.14.09","UCbFd5vmueW5bynE7HndCRTw","Walkyria Santos","Live - Walkyria Santos & Convidados","10","https://i.ytimg.com/vi/6gE8EQMBAZU/default.jpg","142117","4479","41","0","30","False","False","","Em prol da contrução do altar da Igreja de Nossa Senhora das Dores em Monteiro - Paraíba"
"6vctXhE96eg","2020-09-13T01:00:07Z","20.14.09","UCgCKagVhzGnZcuP9bSMgMCg","ge","SANTOS 2 X 2 SÃO PAULO | MELHORES MOMENTOS | 10ª RODADA BRASILEIRÃO 2020 | ge.globo","17","https://i.ytimg.com/vi/6vctXhE96eg/default.jpg","867051","19009","613","0","1567","False","False","Santos x são paulo|santos x sao paulo|são paulo x santos|sao paulo x santos|Santos|Santos fc|Leão do Mar|Peixe|São Paulo|sao paulo|tricolor|Tricolor Paulista|spfc|Melhores momentos|futebol|gol|é gol|futebol nacional|lances|times de futebol|gols|Campeonato Brasileiro|Brasileirão|Brasileirão 2020|Brasileirao|esportes|ge|ge.globo|globo esporte|globo|globoesporte.com|sportv|sansao|sansão|clássico|santos 2 x 2 sao paulo|san x spfc|san x spo","Santos e São Paulo empatam clássico com novato artilheiro, apagão e  minimíssil . Em bom jogo na Vila Belmiro, Tricolor fica à frente no placar duas vezes com Gabriel Sara, mas Peixe busca resultado após entrada do artilheiro Marinho, que fez o gol de empate. Madson marcou o primeiro do Santos. 

Confira todos os Melhores Momentos com mais replays em ge.globo: https://globoesporte.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/12-09-2020/santos-sao-paulo.ghtml 

✅ INSCREVA-SE NO CANAL GE: 

👍 Curtiu o vídeo? Deixe seu like e comente o que achou das atuações no jogo.  

🌟 Playlists Mais Assistidas 🌟  

► Melhores Momentos - 10ª Rodada do Brasileirão: https://www.youtube.com/playlist?list=PLZuM_Kl1KELnTMgwxMsLWpbgMeKQZds-a 

► Melhores Momentos - 9ª Rodada do Brasileirão: https://www.youtube.com/watch?v=GELMcO1_qGk&list=PLZuM_Kl1KELkr0DFo-mWqmlrFqUNUDat_  

► Melhores Momentos do Brasileirão: https://www.youtube.com/playlist?list=PLZuM_Kl1KELkQVZZSqPeGCbVyH_spQZ5O 

► Bola Quadrada: https://www.youtube.com/watch?v=paEYnFRIKUk&list=PLZuM_Kl1KELnqRcedqY7Y2AUkRY6qWz06  

►Humor no GE: https://www.youtube.com/watch?v=CNP5m8iJS5s&list=PLZuM_Kl1KELkSP1t9PB0c-kzifN6sj2Kp  

______________________________________  

No canal ge você encontra os melhores momentos do Brasileirão, games sobre futebol e muito conteúdo divertido sobre o esporte no Brasil e no mundo.
______________________________________  

#Santos #SaoPaulo #Brasileirao"
"YiDwF_Sb9W8","2020-09-12T19:39:03Z","20.14.09","UCr4ARxgElIO21GWfIraZezg","Free Fire - Brasil","LBFF - Rodada 7 - Grupos A e B | Free Fire","20","https://i.ytimg.com/vi/YiDwF_Sb9W8/default.jpg","2562448","241235","2185","0","865","False","False","free fire|free fire ao vivo|ao vivo|lbff ao vivo|lbff|free fire brasil|liga brasileira de free fire","Grupo A
Black Dragons
God Esports
Los Grandes
FURIA
Santos
SS Esports

Grupo B
paiN Gaming
Flamengo
LOUD
Kabum
Team Liquid
FEAR

Grupo C
Red Canids
INTZ
Vivo Keyd
Corinthians
NewxGaming
Cruzeiro

Siga as redes sociais de Garena Free Fire e fique por dentro de tudo!

Twitter - https://twitter.com/esportsfreefire
Instagram - https://www.instagram.com/esportsfreefire
Facebook - https://www.facebook.com/FreeFireEsportsBR
Discord - http://discord.gg/freefire



#LBFF #FreeFire"
"mqPZHY_Rezo","2020-09-13T15:00:14Z","20.14.09","UCLXl1V6n82Dyg1VhVgSL0nw","Aviões e Músicas","O MILAGRE do Hudson (Outra Visão) EP. 685 #SentaQueLaVemHistoria","28","https://i.ytimg.com/vi/mqPZHY_Rezo/default.jpg","210319","45089","249","0","1068","False","False","AVIAÇÃO|Lito|Lito do Aviões e Músicas|AVIÕES E MÚSICAS|Aerolito|Sully|o milagre do rio hudson|milagre do rio hudson|sully milagre do rio hudson|Airbus|A320|jeff skiles|jeff skiles and sully sullenberger|jeff skiles pilot|tom hanks|us airways|airbus a320|voo 1549","Acesse o site PneuFree.com e use o código LITOAM neste link: http://bit.ly/PneuFree e obtenha desconto exclusivo do canal!
#SentaQueLaVemHistoria do acidente com o Airbus A320 da Us Airways em New York , que pousou no rio Hudson e nenhum passageiro se feriu.  
✈ Seja Membro: http://bit.ly/ApoiarCanal
✈ Loja do Canal: http://bit.ly/CamisetasDoCanal
✈ Livro do lito: http://bit.ly/livrosDoLito 
✈ Contato Comercial: comercial@avioesemusicas.com
✈ Seu vídeo na abertura: http://bit.ly/EnviarSuaSaudacao
✈ Escreva para o AeM: Caixa Postal 3008 
    CEP 07190-972 - Guarulhos/SP

==// Mídia Social
✈ Twitter: @avioesemusicas
✈ Instagram: avioesemusicas
✈ Facebook: http://facebook.com/avioesemusicas

✈ Aviões e Músicas é um canal para descomplicar a aviação e complementar as informações do blog http://www.avioesemusicas.com

Vídeos novos toda Quinta e Domingo às 12h00. Ou um Extra a qualquer dia.

✈ Vinheta de abertura: Maurício Duarte / Ivo Duran (@ivoduran)

O Voo US Airways 1549 foi um voo comercial de passageiros rotineiro, que iria de Nova Iorque para Charlotte, Carolina do Norte, que, em 15 de janeiro de 2009, pousou na água do rio Hudson, adjacente a Manhattan, seis minutos após decolar do Aeroporto LaGuardia.

Enquanto ganhava altitude, o Airbus A320 atingiu um grupo de gansos-do-canadá, que resultou numa imediata perda de potência de ambos os motores. Quando a tripulação determinou que a aeronave não poderia alcançar de sua posição, logo a nordeste da ponte George Washington, nenhum campo de pouso, decidiram guiar a aeronave para sul e estabeleceu seu curso para o rio Hudson, e então pousou o avião virtualmente intacto perto do Intrepid Sea-Air-Space Museum, no centro de Manhattan. Logo após o pouso de emergência no rio, os 155 passageiros do avião parcialmente submergido e em naufrágio saíram e foram todos resgatados por embarcações próximas

Disclaimer: “The views expressed in this video are my own. They have not been reviewed or approved by United. I do not speak for United.”

 Os pontos de vistas aqui apresentados são apenas meus e não foram revistos ou aprovados pela United. Eu não falo em nome da United. "
"L94GkdSw11U","2020-09-13T22:18:37Z","20.14.09","UCr9Ay9deB48bMepfL1caXug","Orquestra Ouro Preto","Live Orquestra Ouro Preto e Fernanda Takai - O Tom da Takai","10","https://i.ytimg.com/vi/L94GkdSw11U/default.jpg","57816","4780","60","0","87","False","False","orquestra|live|orquestraouropreto|ouropreto|ouro|preto|fernandatakai|Fernanda|take|patofu|pato|fu|igreja|pilar|basilica|igrejadopilar|kinross|festival|paracatu|festivalculturaldeparacatu","A Orquestra Ouro Preto e a cantora Fernanda Takai se unem novamente para uma apresentação especial, só que, dessa vez, diferente e adaptado aos tempos de pandemia. O público poderá conferir, de casa, a beleza da bossa nova de Tom Jobim (1927-1994), na Live “O Tom da Takai”, dia 13 de setembro, às 18h, na programação do Festival do Patrimônio Cultural de Paracatu 2020. O concerto será transmitido pelo canal do YouTube da Orquestra, direto da Basílica do Pilar, em Ouro Preto-MG.

A apresentação revive os clássicos de um dos maiores compositores brasileiros de todos os tempos, mas também traz um novo olhar para canções menos conhecidas. A mistura da bossa nova e da música orquestrada traz sucessos como “Estrada do Sol”, “Chega de Saudade” e “Corcovado”, entoados pela voz doce da cantora Fernanda Takai, vocalista da banda Pato Fu. “O Tom da Takai” integra a temporada de concertos em comemoração aos 20 anos da Orquestra.

Patrocinada pela Kinross Brasil Mineração, a live é uma realização do Ministério do Turismo e da Secretaria Especial da Cultura do Governo Federal. O concerto será realizado seguindo todos os cuidados necessários e protocolos de segurança para os músicos, produtores e de toda equipe envolvida no projeto."
